symbol,name,cryptocurrency,currency,summary,exchange,market
MAID-EUR,MaidSafeCoin EUR,MAID,EUR,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-GBP,MaidSafeCoin GBP,MAID,GBP,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-INR,MaidSafeCoin INR,MAID,INR,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-KRW,MaidSafeCoin KRW,MAID,KRW,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-RUB,MaidSafeCoin RUB,MAID,RUB,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.81059468 USD and is down -4.15 over the last 24 hours. It is currently trading on 6 active market(s) with $872,294.33 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAID-USD,MaidSafeCoin USD,MAID,USD,"MaidSafeCoin (MAID) is a cryptocurrency . MaidSafeCoin has a current supply of 452,552,412. The last known price of MaidSafeCoin is 0.87112562 USD and is up 7.31 over the last 24 hours. It is currently trading on 6 active market(s) with $862,506.20 traded over the last 24 hours. More information can be found at https://safenetwork.tech/.",CCC,ccc_market
MAN-CAD,MatrixAINetwork CAD,MAN,CAD,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-CNY,MatrixAINetwork CNY,MAN,CNY,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-ETH,MatrixAINetwork ETH,MAN,ETH,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-EUR,MatrixAINetwork EUR,MAN,EUR,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-GBP,MatrixAINetwork GBP,MAN,GBP,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-INR,MatrixAINetwork INR,MAN,INR,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-JPY,MatrixAINetwork JPY,MAN,JPY,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-KRW,MatrixAINetwork KRW,MAN,KRW,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-RUB,MatrixAINetwork RUB,MAN,RUB,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MAN-USD,MatrixAINetwork USD,MAN,USD,"Matrix AI Network (MAN) is a cryptocurrency . Users are able to generate MAN through the process of mining. Matrix AI Network has a current supply of 647,450,055.959024 with 214,302,041.859023 in circulation. The last known price of Matrix AI Network is 0.10722345 USD and is down -4.37 over the last 24 hours. It is currently trading on 12 active market(s) with $1,709,639.93 traded over the last 24 hours. More information can be found at https://www.matrix.io/.",CCC,ccc_market
MANA-AUD,Decentraland AUD,MANA,AUD,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-BTC,Decentraland BTC,MANA,BTC,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,347,927.320146 with 1,580,458,521.488471 in circulation. The last known price of Decentraland is 0.8085945 USD and is down -8.97 over the last 24 hours. It is currently trading on 149 active market(s) with $127,950,238.95 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-CAD,Decentraland CAD,MANA,CAD,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,347,927.320146 with 1,580,458,521.488471 in circulation. The last known price of Decentraland is 0.8085945 USD and is down -8.97 over the last 24 hours. It is currently trading on 149 active market(s) with $127,950,238.95 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-CNY,Decentraland CNY,MANA,CNY,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-ETH,Decentraland ETH,MANA,ETH,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-EUR,Decentraland EUR,MANA,EUR,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-GBP,Decentraland GBP,MANA,GBP,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-INR,Decentraland INR,MANA,INR,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-JPY,Decentraland JPY,MANA,JPY,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-KRW,Decentraland KRW,MANA,KRW,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
MANA-RUB,Decentraland RUB,MANA,RUB,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,194,460,527.320146 with 1,578,089,913.1741636 in circulation. The last known price of Decentraland is 1.36278989 USD and is up 1.62 over the last 24 hours. It is currently trading on 142 active market(s) with $251,407,784.55 traded over the last 24 hours. More information can be found at https://decentraland.org/.",CCC,ccc_market
